parameter_cd,parameter_nm,keep
81604,"n-Pentane, water, unfiltered, recoverable, micrograms per liter",Y
82625,"1,2-Dibromo-3-chloropropane, water, unfiltered, recoverable, micrograms per liter",Y
84174,"POCIS sorbent type, code",Y
85668,"1-Chloro-1,1-difluoroethane, water, unfiltered, recoverable, micrograms per liter",Y
85795,"m-Xylene plus p-xylene, water, unfiltered, recoverable, micrograms per liter",Y
89011,"Total microcystins plus nodularins, unfiltered water, freeze/thaw extraction, ADDA specific enzyme-linked immunosorbent assay, recoverable, micrograms per liter",Y
90576,"1-Bromo-3-chloropropane-d6, surrogate, water, unfiltered, percent recovery",Y
90607,"Tetrahydrofuran-d8, surrogate, water, unfiltered, percent recovery",Y
90695,"1-Bromo-4-fluorobenzene, surrogate, water, unfiltered, ambient purge and trap method, percent recovery",Y
90696,"Toluene-d8, surrogate, water, unfiltered, ambient purge and trap method, percent recovery",Y
90701,"1-Bromo-4-fluorobenzene, surrogate, water, unfiltered, ambient purge and trap method, percent recovery",Y
90703,"Toluene-d8, surrogate, NWQL schedule 4437, water, unfiltered, percent recovery",Y
90754,"2-Fluorobiphenyl, surrogate, solids, NWQL PAH method, percent recovery",Y
90755,"Nitrobenzene-d5, surrogate, solids, NWQL PAH method, percent recovery",Y
90756,"p-Terphenyl-d14, surrogate, solids, NWQL PAH method, percent recovery",Y
90867,"Trihalomethanes, water, unfiltered, maximum summation, micrograms per liter",Y
91107,"Sample weight, NWQL PAH method, solids, grams",N
91122,"Sample volume, water, filtered, milliliters",N
99832,"1,2-Dichloroethane-d4, surrogate, water, unfiltered, percent recovery",Y
496,"Loss on ignition, bed sediment, dry weight, milligrams per kilogram",N
535,"Loss on ignition of suspended solids, water, unfiltered, milligrams per liter",N
688,"Inorganic carbon, suspended sediment, total, milligrams per liter",Y
82188,"Simetone, water, unfiltered, recoverable, micrograms per liter",Y
80170,"Bed sediment, sieve diameter, percent smaller than 4 millimeters",N
80171,"Bed sediment, sieve diameter, percent smaller than 8 millimeters",N
80172,"Bed sediment, sieve diameter, percent smaller than 16 millimeters",N
80173,"Bed sediment, sieve diameter, percent smaller than 32 millimeters",N
4064,"Thallium, bed sediment smaller than 62.5 microns, dry sieved, total digestion, dry weight, milligrams per kilogram",Y
96001,,N
96100,,N
96164,,N
96175,,N
96514,,N
96620,,N
96677,,N
96860,,N
96879,,N
96910,,N
96992,,N
97025,,N
97103,,N
97200,,N
97350,,N
97394,,N
97579,,N
97751,,N
97846,,N
97952,,N
98008,,N
98065,,N
98158,,N
98199,,N
99061,"Discharge, instantaneous, cubic meters per second",N
99065,"Gage height, above datum, meters",N
99854,"Sample weight, NWQL schedule 2502, grams",N
115,"Sample treatment, code",N
50016,"Transit rate, sampler, maximum, feet per second",N
50569,"Total coliforms, defined substrate test method (DSTM), water, most probable number per 100 milliliters",Y
61028,"Turbidity, water, unfiltered, field, nephelometric turbidity units",Y
96180,,N
96427,,N
96450,,N
97263,,N
98062,,N
99060,"Discharge, cubic meters per second",N
99100,"Type of blank solution, code",N
99102,"Type of blank sample, code",N
99104,Reference material or spike lot number,N
99202,"Lot number, first, organic-grade water, number",N
99601,"Enterococci, defined substrate test method (DSTM), water, most probable number per 100 milliliters",Y
72008,"Depth of well, feet below land surface datum",N
96038,,N
96351,,N
96456,,N
96986,,N
97278,,N
99872,"Turbidity, water, unfiltered, laboratory, Hach 2100AN, nephelometric turbidity units",Y
99162,"Conductance standard NWIS lot number, 250 uS/cm KCl, National Field Supply Service (NFSS) stock number Q44FLD",Y
99167,"Conductance standard NWIS lot number, 5000 uS/cm KCl, National Field Supply Service (NFSS) stock number Q48FLD",Y
96207,,N
98063,,N
31613,"Fecal coliforms, M-FC MF (0.7 micron) method, water, colonies per 100 milliliters",Y
99821,"Set number, NWQL schedule 2051",N
99833,"Toluene-d8, surrogate, water, unfiltered, percent recovery",Y
99834,"1-Bromo-4-fluorobenzene, surrogate, NWQL VOC schedules, water, unfiltered, percent recovery",Y
99847,"Sample volume, NWQL schedule 2051, milliliters",N
99857,"Sample volume, NWQL schedule 2010, milliliters",N
601,"Total nitrogen [nitrate + nitrite + ammonia + organic-N], suspended sediment, total, milligrams per liter",Y
667,"Phosphorus, suspended sediment, total, milligrams per liter as phosphorus",Y
72254,"Water velocity reading from field sensor, feet per second",N
99234,"Count of samples collected by autosampler, number",N
430,"Carbonate, water, unfiltered, milligrams per liter as calcium carbonate",Y
520,"Loss on ignition of dissolved solids, water, filtered, milligrams per liter",N
673,"Organic phosphorus, water, filtered, milligrams per liter as phosphorus",Y
691,"Inorganic carbon, water, filtered, milligrams per liter",Y
31505,"Total coliforms, brilliant green lactose broth method, confirmed, water, most probable number per 100 milliliters",Y
31615,"Fecal coliforms, EC broth method, water, most probable number per 100 milliliters",Y
50,"Evaporation total, inches per day",N
99870,"Julian date, in-bottle digestion, ddd",Y
31621,"Fecal coliforms, A-1 broth method, 44.5 degrees Celsius, 24 hours, water, most probable number per 100 milliliters",Y
99165,"Conductance standard NWIS lot number, 1000 uS/cm KCl, National Field Supply Service (NFSS) stock number Q47FLD",N
99171,"pH 10 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q122FLD, Q123FLD",N
99172,"pH 4 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q124FLD, Q125FLD",N
99173,"pH 7 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q126FLD, Q127FLD",N
96793,,N
2,"Location in cross section, distance from right bank looking upstream, percent",N
98131,,N
200,"Incident light intensity, 400-700 nanometers, microeinsteins per square meter per second",N
1012,"Beryllium, water, unfiltered, recoverable, micrograms per liter",Y
1062,"Molybdenum, water, unfiltered, recoverable, micrograms per liter",Y
1082,"Strontium, water, unfiltered, recoverable, micrograms per liter",Y
1132,"Lithium, water, unfiltered, recoverable, micrograms per liter",Y
49415,"2,4,6-Trichlorophenol, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
